SBNET,SBNNT,SDNET,SDNEU,SDNNT,SDNNU,SENET,SENEU,SENNT,SENNU,SMNET,SMNEU,SMNNT,SMNNU,SSNET,SSNNT,SBSET,SBSNT,SDSET,SDSEU,SDSNT,SDSNU,SESET,SESEU,SESNT,SESNU,SMSET,SMSEU,SMSNT,SMSNU,SSSET,SSSNT,SBCET,SBCNT,SDCET,SDCEU,SDCNT,SDCNU,SECET,SECEU,SECNT,SECNU,SMCET,SMCEU,SMCNT,SMCNU,SSCET,SSCNT,SBBET,SBBNT,SDBET,SDBEU,SDBNT,SDBNU,SEBET,SEBEU,SEBNT,SEBNU,SMBET,SMBEU,SMBNT,SMBNU,SSBET,SSBNT
1.7480981158,1.4663266019,3.2022061369,1.0019918546,5.7480008051,0.4284312619,1.3341833233,1.3889120759,0.748133931,1.3491193909,0.311966848,0.8877052005,0.8556938108,1.0402654822,1.5558045751,2.1395361011,0.8976272256,0.5664174195,3.0493745798,0.7609963676,1.7443772029,2.3278284463,1.4458866999,0.1624948118,0.7801680822,0.1044040951,0.7972278014,0.1705238796,1.190317688,1.2493235648,0.6059192283,1.3046030589,1.4693954256,1.404714634,7.5403111216,1.8150647991,0.5693401444,2.4896820683,1.6417593779,1.2927425059,1.1227731419,1.265903485,0.6028567169,2.2225148829,0.4154035206,0.1308750396,1.906692809,1.2697186626,0.7866645237,0.3776735489,1.2721005948,1.8909178994,0.8075708264,2.3162439418,0.4823435747,0.4176129816,2.4385868012,1.9438676179,0.5136890039,1.6352738587,1.1740309468,0.2465855638,0.3523413825,0.9648253737
2.4828353428,1.5328531299,1.1751052674,1.7148355302,0.9241085552,2.0217121166,0.8988248148,0.7409394573,1.3559230254,1.8177798889,1.0174358594,0.381727761,1.089931657,0.4333588726,0.3637931503,0.5145562962,0.7809908349,0.9544424013,2.6115548885,0.6247109811,3.8548000416,0.5824249944,0.7933215772,1.913103444,0.5933105258,0.4482371918,0.6710021092,0.2443941779,0.8294149416,0.7134586658,0.4102333943,1.1032594093,5.923207724,2.0193348,3.1831856642,1.5444248291,1.3290472289,2.4355830893,2.4541911672,1.1091903826,0.7057701679,1.3952788046,0.1582033695,1.8908213914,0.7257904013,1.198050435,4.2147960136,0.3209631708,1.7620975462,1.8267357512,1.0868729274,2.4894071617,0.2753700375,2.0589702359,0.7086995312,1.3379560078,0.6552643063,1.2027575938,0.4263376119,1.6983577941,0.4503607695,1.7381953756,2.192480668,1.3786514871
1.1551973931,4.695615983,0.3363634569,0.5698491067,2.0938180949,0.885969591,1.0312077088,1.3706990814,0.6744249656,0.6317695841,1.4071510508,1.3689158016,1.1071423518,0.6369337953,0.5053937948,2.5478176005,1.6369892299,0.7879925036,0.1919328981,1.4360174977,0.7220471735,1.2311481485,0.5636065884,0.9394932447,0.4638718041,1.3823231006,0.961450773,0.5613817504,0.8975960756,0.3804485842,0.6327564139,0.9424284897,3.3873622909,1.594575908,0.9470773575,2.5263072628,0.9436105922,4.6736679929,1.2310212899,4.8412095231,2.0091951958,1.6409439508,1.1760445103,2.6331379068,2.1379517799,0.5477284868,0.9443189447,1.8165538443,1.2436131703,0.6852872171,1.3889878116,2.4894157971,1.6343433265,2.3467482527,3.5264966991,0.6951610879,1.3131847994,0.4141122567,1.5480824718,0.9143325841,0.3612006473,5.4844258638,0.3445335172,2.0111590209
1.2561485101,3.7452914706,1.5641576343,0.639875563,0.8074431906,3.1873265723,0.6945854942,0.5997108622,0.7136508688,2.9814693744,0.9046216574,2.37297204,1.3527957331,1.452565112,0.4560138792,1.9743007809,8.1213206414,0.5330742067,2.7322671935,1.0734765139,1.4965016671,0.8069992235,0.5660679174,1.2511653982,0.4828580422,1.3896116881,0.4393619541,1.3122520307,0.2575667831,0.3828182237,1.2585222894,0.7997370812,0.5427504578,2.7610186649,1.359968909,2.3692225814,0.7580465727,1.5176667589,2.7485558362,1.435902117,1.3101837727,0.5554987475,2.2655864467,4.0438150419,1.778536747,0.6961875396,1.5307756527,1.1409438556,3.3037679223,0.9272058195,2.7174650175,1.7040104769,0.6719368146,1.0017969709,1.8748108921,1.8820818818,2.197436807,0.6553220116,1.0359348906,0.4055319461,0.7384377681,0.8850584727,0.0265965258,2.8168308647
1.3025660837,7.2702933687,1.2631294848,0.203411435,1.9933395869,1.1070503706,1.3334819008,0.7331000696,0.9242786551,0.7877560248,0.7541859132,0.3312441377,0.210739044,0.1637045979,0.9895037745,0.2572189982,1.251474826,15.4948204838,1.5324629847,0.6336427842,1.5083651352,1.1509579605,0.9788236997,1.2095849026,0.2300817103,0.8320573786,0.698571552,0.0469002742,0.6516386651,0.3794776682,1.2957162053,1.3918155056,0.841529253,1.3913618902,0.9406377512,0.8668514384,1.4496012278,1.8442887868,2.1771514951,5.6944505814,0.5536391138,1.160952161,0.6803181066,1.056987685,0.9331033722,1.0873311053,1.5409887079,1.4866190091,1.001091022,1.844194255,1.0069295783,1.4164540578,0.3849507527,2.1218139753,1.4274149768,4.2075739856,0.897215376,1.1351177112,0.42504044,0.5583875058,0.4043888625,1.8200688862,1.5586058595,1.3002348633
0.7371213086,2.0704512423,1.1734016737,0.7430289211,1.2869836934,1.4625710081,0.7993515307,1.2401738635,1.5050674178,0.8328934298,1.0931129604,0.7448327337,1.3839655986,12.7967914286,0.0343967712,0.9072393964,3.7027726324,1.4354660893,0.7497884182,1.1164189624,1.6981438063,0.6163878101,0.7972335871,0.8909661755,2.0965085436,1.4350505535,0.3934545372,0.7846325245,1.1226905871,0.6873470373,1.0198589365,0.503793245,3.600765586,0.9574769652,2.6436656327,4.3227664193,0.8249233496,1.5846538785,1.5028676669,0.6869802879,1.0517727667,0.6407611202,0.6504116196,0.9485458914,1.0795536667,1.6355335504,1.6876417995,1.4573728686,0.975778727,0.0814590644,1.5849285063,1.276791945,1.0040881704,1.0487493886,0.6090012154,2.2363851208,0.9220580134,1.1255611186,0.488383367,0.989098045,0.6386006632,1.1685682226,0.552452349,2.3452103798
1.7050809591,1.5260767208,3.1486470258,1.3333620758,1.1570036366,1.1895210022,1.9302261897,0.4655306478,3.0195542019,1.4086529935,0.5611727043,0.8418248646,1.5143551942,0.6671403133,1.0567193114,2.6317725885,0.8392926394,0.5486149325,1.999682722,1.6795151341,1.0449627144,1.2750679457,0.9486958758,0.9635056648,1.296385676,0.6115098154,0.6921753002,0.912348948,1.879508794,0.9445331825,1.2059084838,1.315138618,2.0903565624,1.0538124436,0.8004553441,1.0615035421,0.9220852343,0.5967990399,1.3801693844,0.8964868056,1.1404404062,1.4620295922,0.3163898871,1.4159253343,1.5286604891,0.2617441851,1.8156701265,1.5377902428,0.8047732614,0.6043933119,4.8242929451,2.7729457797,1.3159082231,0.5638787156,1.7669961871,0.8809980382,0.6340926383,1.7233012531,3.0578538337,0.3123413836,0.4791777013,0.7045532585,1.1048057545,0.9146410826
1.9807299058,2.9907938586,2.5658863987,1.7858068364,0.4837936541,0.6135738878,0.8358828298,0.6062806221,0.8816142561,1.1290797417,1.2325214722,1.1842255622,0.7528980487,0.7750280191,0.0908607804,1.7250774469,5.8762925775,0.8612006697,1.3966321188,1.4967956453,0.4950350828,0.5448986206,1.2237388808,0.9841088009,0.2819624392,3.561178635,0.9716518427,0.3716350342,1.5804420102,1.2062421179,0.3076866584,3.5164052373,2.0321049025,5.2859489837,1.8072219326,3.4604755433,1.0430291534,2.1446981421,1.4587223419,1.4763995387,0.70486688,1.8139613628,0.2730627993,0.6240970479,0.4098657317,0.3790308672,0.8946907804,0.8426742275,3.075445289,1.5817340668,1.7104797925,1.7971628666,0.268005518,0.9702803234,1.0006525612,1.7459402964,0.3035418855,0.6133545274,0.882152034,0.9432894743,0.2878292225,0.600598213,2.0749403809,1.6014455355
4.1737088418,0.9184024613,1.0478334873,0.6840734796,1.2130003238,0.7076280726,1.4476179194,1.1296189605,1.0856320923,1.6862753179,0.9025577387,0.6895651006,0.6912019555,0.4212609039,0.9210212857,0.8283130811,0.6083368081,0.6851659575,1.5933019537,0.8637209232,4.3964798535,0.8252798364,0.764007385,1.7621407691,1.0015757235,2.2416387396,0.1862854818,0.3852989884,0.2053992312,0.8707375909,0.0911841318,1.0021885195,2.1629915426,2.9769713197,2.2489012193,1.8774846778,0.7564730803,3.895215256,1.2121607547,2.7553438599,0.9377599083,2.4953959147,1.6013612693,0.384281189,0.1744425025,0.9859910597,0.5421675007,0.2589678979,1.153486399,8.9883130973,2.1917745568,4.6632872257,3.5637130872,4.6024711117,2.3969757941,2.2581960396,0.5615552693,0.6732871843,1.0788161315,1.5273049367,0.4363055354,1.5764849444,0.5962769933,1.4240372474
1.5129137132,1.6768768694,1.4674052895,1.6266273827,1.0657222107,1.4436372941,0.7749881192,1.8021568388,0.5180999346,1.8648550941,0.9519587782,1.4538799558,2.2003361943,0.8563524125,0.4384370453,0.7757877895,1.6281010491,1.7079656838,1.3784015164,0.2964729335,0.4147675347,0.7445207963,2.004502303,0.2453013528,0.7987327983,1.2112224212,0.3883494658,0.8667577601,1.4463155112,0.3969642446,0.6541312256,1.1279966676,1.2483885821,1.0775859523,1.4310564449,2.0659744233,0.3445692975,1.4911918614,1.2588357429,2.5056916612,1.0205387076,1.4328037016,2.6815716347,2.1949187243,0.2101914895,1.6356739072,1.1377073322,1.1966487495,6.5322040478,0.8127465638,1.2922927078,1.9088648305,0.8814782447,1.2750706346,3.0759824294,3.9510657197,0.859456391,0.8337168106,1.4881120886,0.3559721819,1.6109701484,0.7506843278,1.043493986,1.4694511074
