HBNET,HBNNT,HDNET,HDNEU,HDNNT,HDNNU,HENET,HENEU,HENNT,HENNU,HMNET,HMNEU,HMNNT,HMNNU,HSNET,HSNNT,HBSET,HBSNT,HDSET,HDSEU,HDSNT,HDSNU,HESET,HESEU,HESNT,HESNU,HMSET,HMSEU,HMSNT,HMSNU,HSSET,HSSNT,HBCET,HBCNT,HDCET,HDCEU,HDCNT,HDCNU,HECET,HECEU,HECNT,HECNU,HMCET,HMCEU,HMCNT,HMCNU,HSCET,HSCNT,HBBET,HBBNT,HDBET,HDBEU,HDBNT,HDBNU,HEBET,HEBEU,HEBNT,HEBNU,HMBET,HMBEU,HMBNT,HMBNU,HSBET,HSBNT
7.0319822543,2.8119644884,8.0820813542,55.3864393433,6.3308279618,12.3792110151,4.607880915,0.2600381424,3.4375901564,1.2008207607,0.4466004523,2.8004767943,8.3191437903,1.4447699352,4.6110726646,6.3260366623,1.22526341,0.3692401408,0.5707186771,1.1229018208,0.9592613194,0.8736960816,0.0861215634,0.5129040163,0.6324753817,0.4734360658,0.3614397041,0.4704157522,0.6877395193,0.925431657,0.6278804877,0.6984127676,2.0662527853,5.6287245593,4.5672400792,5.3798163669,5.5322004115,2.5153471657,5.1744569558,7.5531835406,1.5699279962,1.0028920599,1.7248341429,5.1746549467,4.0136178483,2.7815196588,6.2188276525,2.8049068465,4.7876340914,0.7138280412,3.8463844506,3.9332870115,1.7777541618,1.0950405389,0.880847076,0.468769138,21.96022282,0.3815874163,0.1409273977,1.2299173343,0.3143843666,0.2574734982,1.1974278616,1.2709776628
3.371720829,1.4042892083,1.8631535417,2.095837097,3.4287670224,7.3290324637,0.7170358974,1.5631239649,4.1045672516,33.522312532,1.2346811964,0.698441522,3.4054240291,2.096734732,2.6232319266,2.5662006445,0.2251443327,0.8696087175,2.6182556904,2.3426613597,0.5397173453,0.4897789459,0.0724490894,0.2043850137,2.6756815184,0.388454778,0.5473341349,1.0664362125,0.3165875934,0.0498213104,2.0638979928,0.3735467232,2.1825177479,1.3930060692,41.8843566199,5.0558295394,5.3630461471,21.8485135477,6.6242480836,0.7246270459,2.8417433342,1.9922610433,0.8162007936,0.6188916692,1.4743801826,1.0280729373,0.586804728,4.7310285049,0.658413713,1.6931277564,0.9525537549,4.5926033232,4.3204214292,5.3862911028,0.2814083679,0.1857112642,0.5123916505,2.1330727795,0.4444541509,0.2934407654,0.9141518863,0.3571537727,2.0247220965,2.7319581414
3.7734762802,15.0386948037,4.1356738478,4.0977612087,6.9414505398,5.0660380775,9.3961121878,0.9001364962,5.7398602032,2.1218752548,0.7147654716,0.7939581551,0.578889415,1.0123842696,3.0154415437,2.3818022141,1.4176469526,0.8726933416,1.8590699182,1.1059365986,1.0674787057,0.5834315527,0.6805934936,0.5344910571,0.3277159303,0.4108243524,0.1201576101,0.3284902895,0.0423770934,0.5189892397,1.6160417154,0.3127539972,1.4617912167,2.5228382641,5.008088868,3.2601885988,7.4532279904,8.8250049034,1.67752259,1.0418704331,9.7595411192,1.4926841405,1.3073023559,0.9284137007,1.0421744244,2.6965510906,1.2560911758,2.654929294,2.4612653719,2.4774396464,1.7016470278,3.084356456,3.0075353422,1.4120215729,1.5469377621,0.3923831158,3.6722886671,0.5992764873,0.4276067577,0.35864937,0.2406811751,0.1769362271,0.5052025375,0.914968711
1.7990423592,1.0071402253,6.9294151894,16.8413418749,6.2068486295,5.183297112,1.1654278483,1.4558979352,4.4791016128,5.6142339251,1.9361477461,0.6729171317,1.8356845578,0.5371860086,2.9782495538,0.8082865534,0.6483083207,2.6884318921,7.1322658724,1.6522905606,5.3672372904,1.6640355986,0.599837972,0.8247053393,0.1092513892,0.3345172758,0.2983555401,0.300454529,0.3364236191,0.3383642045,1.550439459,0.1661025536,1.2725393588,3.2837013893,10.2604990616,11.0787970451,4.8092374088,5.1085329632,1.0582827484,4.2041738969,2.896736282,2.7926967616,0.249893005,0.653325039,1.1511431463,0.9770334625,3.0711170933,2.512098818,1.2056472058,1.7850218085,2.6624389288,2.074814587,1.8789837683,1.8801451382,2.1419187618,0.6343674034,0.5419693439,0.4066408272,0.2963574827,0.3625171601,0.3893466159,0.4350863379,1.1479447647,0.6903226091
4.9391035701,1.180950809,10.733624438,58.681935387,2.8486485136,4.0925432604,2.7671663604,7.0786016543,4.2899089115,1.2772210077,0.2740197923,2.6056026445,1.4750452705,2.3381117932,6.4959172276,3.7917396344,0.8247193857,0.2398568783,0.9945820791,1.5391582173,1.2517027122,0.9092763468,0.2190585791,0.0965659004,0.4582601714,0.3599538436,0.6291872421,0.6127968984,0.1979988759,1.0206268818,0.5772708723,0.1619368712,2.4898065505,6.5650803897,4.6062409407,2.5825481156,17.1763727043,2.3067841527,1.5877337742,3.0572696766,1.0906482475,3.2416629236,1.6691420285,0.852579142,2.4273621461,1.9440532626,2.3241461245,2.169620039,0.8644765751,0.8336603885,2.8745473916,1.8085379799,3.0059301182,1.935364,0.1520768379,0.496599327,2.7705748772,0.2709376943,0.5141313293,0.757766905,1.4680631948,2.2136616818,0.372196775,6.7236641991
1.2325885817,0.7558727553,7.5625424487,7.5108929057,2.5445243983,6.1328255416,4.6464858615,1.052990228,2.4492977542,7.0969385249,0.7942397663,2.9812420483,5.5279358005,23.6247225294,3.5289405795,7.1315510635,0.0313144574,1.0843063417,0.7390525237,2.0778067293,1.9131217114,0.4400341358,0.1154869066,0.1926900945,0.9300652829,0.3402260695,0.4127521107,1.0613783728,0.4351303119,0.0214488555,1.7892368168,0.1556292018,1.3847655424,2.2239667457,2.4439116826,3.3465188078,1.6634456022,3.3578363582,1.1707583864,1.9333121319,4.4388726829,2.2900199669,1.5450484025,0.3528928866,1.2182862506,0.8895504524,7.6888377167,6.4701710933,0.9672375095,0.779374833,2.6270512951,0.9941349645,1.8678282275,2.3031810734,0.66660854,0.6661962933,0.8197511104,1.298542838,0.6214112213,0.1980073732,0.5381682351,0.1443464729,0.5166550818,0.2192086433
4.2739452472,6.5355479591,4.3105852512,6.9723465589,4.9087757267,4.0222731878,5.4326874947,4.0642011724,2.9893977563,5.3589666062,2.4100792779,4.410594602,1.0183852866,2.1374441952,1.1953628858,0.952967921,0.1699662283,0.244647368,7.622592987,0.6661453182,3.3112278735,0.4361647944,0.2997092041,0.6509738847,0.6710019595,1.9853888543,0.6038433532,0.1455970222,1.1502545832,0.1478043844,0.8576378644,0.7214201246,1.2718115424,1.138277465,31.7032310475,3.5618884419,1.9024577904,1.6049682206,1.5051225954,2.4291331283,3.6263325269,1.0938055862,0.4517914972,1.8177590524,1.2128759843,1.920879542,7.0073598582,1.5927871573,0.7154601391,1.1333228667,1.5947219908,1.9642454983,1.1526818279,1.772141187,1.6859517211,0.511899123,0.8162796324,1.6032443136,0.6989124632,0.1162842063,1.3948375857,0.4067400379,0.5214985265,2.2147419843
5.9540677155,2.1108789866,2.6644259828,2.8660728289,4.3507222975,7.412235832,1.192204515,4.6923674452,0.9226332978,5.652022405,4.6213563945,0.9357360072,9.5567574659,3.7985693553,0.5167009479,12.9073917735,0.568509336,0.0905994039,1.5623016578,1.0858006123,2.7111072003,0.9026153548,0.3296598508,0.5957864635,0.5459552134,0.1931084361,0.0727661958,1.6310051445,0.6519797351,1.5964384795,1.2484897972,0.2845353636,0.2377648248,0.7109500594,2.8087698292,3.9550082407,2.6155081669,2.7037058858,1.8374903396,5.3508003305,3.181794502,1.4879866055,1.1416251692,2.1018304363,2.0114907697,2.288994781,2.2004536288,3.4230327605,1.3828015388,1.122403014,6.113621512,1.5454930992,5.5117751135,3.6825381723,0.3088591057,7.2942581062,0.4921665155,1.2876220158,0.385715214,0.8940316094,1.7807387856,0.4898050265,2.0157177511,0.6057797495
13.9947402838,8.1898493863,8.5353388257,4.8015234393,3.2407617904,1.4589710597,3.1781586323,4.5506983555,1.7659369517,0.7773467132,2.0205806225,0.1855269232,1.7924321521,5.3969755192,0.8805212871,1.7232814683,0.1477774129,0.4585215965,1.8954949656,0.6310122561,1.1881484509,0.9285379751,0.4240926438,0.5617828207,0.1343124011,0.7063899324,0.8536618974,0.106121168,0.8502089711,0.5247696583,0.2311610831,2.0979699175,1.854696236,2.1084533463,2.9557329292,2.6406161302,5.265300048,2.5820530377,0.9552909762,1.9484421079,2.9550507872,1.9645646921,1.4611586498,1.0942807006,4.8724620599,1.7669338868,7.4915462426,9.6633912518,2.1355863299,1.2874718749,1.0303559961,1.3985010564,6.1473352541,2.8336925364,1.3555167251,0.1834847555,0.3987338116,1.3311266301,1.094197114,0.1890316911,1.8977517506,14.5121754867,0.4527528381,0.2731728997
1.7276619425,7.5532527428,8.5647855115,2.6207255514,3.0213290956,8.114959831,1.0658090999,1.933615013,1.7124046313,6.5150356474,1.0255732902,3.309683835,1.6036216718,0.3307095157,1.0133670983,5.2066217238,0.2471251262,0.8255912357,1.2723310056,2.0143770614,1.517590721,0.7204215287,0.3166610276,0.7698349043,0.3690775968,0.97165957,0.6127885985,0.7718263439,0.5364428038,0.2255633872,0.4433305023,0.2894207779,2.4368695972,2.5418581362,9.6963660288,5.447072462,8.5230250773,2.3713856656,0.4916630645,0.8278342825,3.0578387921,11.2632377462,1.6395864007,1.6122098928,3.420265208,1.7818960515,0.8531102701,1.264440248,0.1960036975,0.9612874244,2.6103922081,1.854105208,3.2357092112,8.5809150069,0.7099959185,1.2264631182,1.3236514021,0.7191358317,0.2912387738,2.572744828,0.4241721945,1.8227035145,0.2244044692,0.4022038876
